user_id,transaction_amount,device_location,account_age_days,transaction_hour,previous_failed_attempts,payment_mode,device_type,transaction_type,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud
U5277,33552.83,Hyderabad,331,13,2,Card,Web,Payment,16332.16,0,0.973,7,0
U9970,22596.78,Chennai,1879,2,1,Card,iOS,Transfer,10461.77,0,0.628,6,0
U4294,1681.32,Hyderabad,1412,9,3,Wallet,iOS,Transfer,7256.86,0,0.315,3,0
U3128,1671.92,Delhi,338,1,2,NetBanking,Web,Payment,11910.36,0,0.581,2,1
U1696,39270.22,Hyderabad,1408,8,2,UPI,Android,Transfer,20770.74,0,0.661,5,0
U9019,26934.09,Hyderabad,1913,6,2,Wallet,Web,Withdrawal,16858.22,0,0.1,4,0
U3001,31688.37,Mumbai,108,17,0,Card,iOS,Withdrawal,2233.06,0,0.962,3,0
U7489,39773.6,Hyderabad,1526,11,3,Card,Android,Withdrawal,8306.63,1,0.28,5,0
U1977,24022.94,Hyderabad,1833,8,3,NetBanking,Android,Withdrawal,8405.66,0,0.68,6,0
U1032,1008.65,Hyderabad,906,18,3,Wallet,Android,Withdrawal,23897.07,0,0.204,5,0
U9404,49072.0,Delhi,1016,21,4,UPI,Android,Transfer,2816.88,0,0.193,7,0
U5403,26721.68,Mumbai,1932,7,0,Wallet,Android,Transfer,2686.14,0,0.464,6,0
U1777,18466.92,Chennai,664,11,3,UPI,iOS,Transfer,6701.39,0,0.225,1,0
U6878,25210.79,Hyderabad,154,3,0,Wallet,Web,Transfer,27868.22,0,0.113,9,0
U2898,15103.82,Bangalore,1287,4,2,Wallet,Web,Transfer,16555.1,0,0.612,2,0
U8863,30780.21,Chennai,1993,14,2,Card,Web,Payment,23992.9,0,0.761,2,0
U5115,29313.95,Mumbai,1750,0,1,NetBanking,Android,Withdrawal,23958.32,1,0.265,3,0
U1600,38510.18,Chennai,566,0,2,Wallet,Web,Withdrawal,4909.58,0,0.465,4,0
U3020,38649.93,Chennai,1985,3,4,UPI,Android,Transfer,23526.64,0,0.077,9,0
U7050,44765.58,Chennai,1057,4,0,Wallet,Android,Withdrawal,12006.32,0,0.78,5,0
U3018,16300.25,Mumbai,1581,20,4,UPI,iOS,Payment,17109.03,0,0.209,8,0
U7681,14494.91,Chennai,541,11,1,UPI,Web,Transfer,29207.2,0,0.737,3,0
U5922,33350.95,Hyderabad,1444,23,2,Wallet,iOS,Withdrawal,8223.56,0,0.475,5,0
U7982,41649.88,Chennai,1109,5,2,Wallet,iOS,Transfer,6282.91,0,0.241,9,0
U9085,7407.79,Chennai,1372,6,3,Wallet,Web,Payment,4563.53,0,0.791,8,0
U1680,17992.48,Delhi,305,16,3,Wallet,Android,Transfer,3807.88,0,0.842,8,0
U7312,31166.55,Mumbai,287,17,0,Card,Android,Payment,29633.34,1,0.655,1,0
U5608,33269.55,Chennai,1594,15,2,Wallet,Web,Withdrawal,28264.11,0,0.744,8,0
U9171,18401.17,Delhi,1698,13,3,Wallet,iOS,Transfer,5421.48,0,0.281,3,0
U1845,21885.55,Mumbai,1274,2,1,UPI,Web,Withdrawal,26669.51,0,0.061,7,0
U4940,41430.51,Delhi,1098,9,1,Wallet,Web,Withdrawal,6506.32,0,0.094,7,0
U8106,32156.73,Hyderabad,1016,4,3,UPI,Web,Withdrawal,17379.9,0,0.895,5,0
U2686,25963.59,Chennai,1295,17,4,Wallet,Android,Transfer,18730.85,0,0.819,6,1
U1526,12982.27,Bangalore,278,6,1,Wallet,Web,Transfer,25094.51,0,0.049,2,0
U7779,36395.18,Chennai,875,2,1,Card,iOS,Transfer,27245.91,0,0.033,6,0
U4354,10334.07,Delhi,676,16,4,Wallet,iOS,Payment,6199.63,0,0.095,6,0
U1354,36066.68,Bangalore,281,11,4,Card,Android,Transfer,19618.33,0,0.436,8,0
U7373,44155.54,Bangalore,608,15,2,NetBanking,iOS,Transfer,24464.02,0,0.66,6,0
U2830,4159.5,Mumbai,395,12,3,Wallet,Web,Payment,19285.42,0,0.349,5,0
U5934,32558.86,Bangalore,904,3,0,UPI,Web,Payment,9292.52,0,0.836,2,0
U3176,22044.15,Mumbai,59,7,0,NetBanking,Web,Withdrawal,18471.4,0,0.538,5,0
U4191,1308.69,Chennai,511,19,3,UPI,Web,Payment,28157.68,0,0.436,8,0
U1856,46877.18,Chennai,945,15,3,UPI,Android,Transfer,27496.51,0,0.032,3,0
U2264,33208.03,Delhi,386,4,2,UPI,Android,Withdrawal,23224.68,0,0.216,3,0
U5611,38623.63,Bangalore,655,4,2,UPI,Android,Payment,27968.65,0,0.598,2,0
U8462,29678.25,Delhi,751,5,3,Card,Web,Transfer,16840.61,0,0.258,7,0
U7407,40002.77,Mumbai,999,1,4,NetBanking,Android,Transfer,19404.13,1,0.289,7,0
U3831,24491.67,Chennai,1332,14,2,Wallet,Android,Payment,10348.15,0,0.93,5,0
U7040,27006.11,Hyderabad,1931,15,3,UPI,Web,Withdrawal,20795.23,0,0.963,6,0
U1458,17759.68,Hyderabad,1760,4,2,Wallet,Android,Transfer,8458.57,0,0.54,2,0
U6774,27657.56,Chennai,30,21,4,Wallet,iOS,Transfer,25088.41,1,0.67,3,0
U9122,10239.53,Bangalore,1179,21,3,Wallet,iOS,Payment,25184.45,0,0.213,4,0
U1115,21976.62,Delhi,733,23,2,Wallet,iOS,Transfer,2956.81,0,0.702,5,0
U4337,45747.48,Mumbai,1849,14,0,NetBanking,Web,Payment,5331.2,0,0.895,6,0
U6829,47909.0,Hyderabad,1976,10,2,NetBanking,Android,Transfer,18030.96,0,0.842,2,0
U8608,41034.35,Chennai,762,3,3,UPI,Web,Payment,19881.64,1,0.106,7,0
U2730,18580.14,Hyderabad,1849,21,1,NetBanking,Web,Payment,8700.64,0,0.637,8,0
U1146,12112.96,Hyderabad,1081,23,4,Card,Web,Transfer,5134.5,0,0.673,9,0
U5327,17080.88,Bangalore,1949,5,2,UPI,iOS,Payment,518.56,0,0.686,4,0
U3538,36150.75,Mumbai,876,12,2,UPI,Web,Transfer,2626.39,0,0.684,3,0
U5844,15839.26,Mumbai,1372,1,2,NetBanking,Web,Payment,14125.84,0,0.427,2,0
U3999,6703.84,Delhi,1145,15,4,UPI,Web,Transfer,2570.66,0,0.744,2,1
U1363,20588.96,Chennai,1634,6,0,Wallet,Web,Withdrawal,27646.5,0,0.184,9,1
U1657,22805.56,Delhi,1076,18,3,NetBanking,Android,Withdrawal,24687.99,0,0.097,9,0
U3485,26096.91,Hyderabad,1216,12,0,Card,Android,Withdrawal,7822.5,1,0.512,3,0
U8011,25153.18,Mumbai,193,19,1,Card,Android,Transfer,16524.84,0,0.575,1,0
U8988,36488.94,Chennai,462,23,4,Card,Web,Payment,6154.43,1,0.799,3,0
U7005,15107.74,Bangalore,1885,18,0,Wallet,Android,Payment,10387.75,0,0.281,9,0
U7244,43844.44,Bangalore,632,10,0,NetBanking,Android,Payment,29318.51,0,0.211,3,0
U9885,33085.46,Chennai,255,16,3,NetBanking,Web,Transfer,23652.45,0,0.719,1,0
U1248,44087.69,Hyderabad,65,21,3,Wallet,Web,Transfer,7439.47,1,0.424,3,1
U4097,37571.3,Bangalore,36,3,2,NetBanking,iOS,Transfer,12747.73,1,0.691,3,0
U5623,13122.2,Delhi,499,0,3,NetBanking,iOS,Transfer,14807.72,0,0.751,7,0
U6797,45993.64,Hyderabad,1616,18,3,Card,iOS,Payment,4263.39,0,0.273,7,0
U5701,36019.56,Mumbai,1996,5,1,UPI,Web,Withdrawal,584.54,0,0.1,4,1
U7236,19857.31,Delhi,1682,11,0,UPI,Web,Transfer,4310.69,0,0.006,8,0
U6034,35744.07,Mumbai,1961,19,1,Card,iOS,Transfer,21493.89,0,0.695,9,0
U3991,18587.09,Hyderabad,1349,6,1,NetBanking,iOS,Withdrawal,3716.63,0,0.307,7,0
U6775,45053.0,Chennai,11,10,4,Wallet,Android,Payment,11895.88,0,0.673,7,0
U9040,49058.13,Delhi,580,22,2,Card,Android,Transfer,647.33,0,0.171,5,0
U7422,5919.22,Bangalore,867,7,1,NetBanking,iOS,Withdrawal,16695.54,0,0.857,6,0
U4771,39013.4,Delhi,1235,6,2,Card,Android,Transfer,17905.47,0,0.68,2,0
U5339,43642.88,Hyderabad,1583,5,1,NetBanking,Web,Payment,23282.12,0,0.778,4,0
U9154,22994.22,Bangalore,429,14,2,NetBanking,Web,Payment,14796.87,0,0.674,9,0
U8078,13300.99,Bangalore,771,10,1,NetBanking,Android,Payment,4115.87,0,0.253,7,0
U8156,27294.32,Hyderabad,781,12,1,UPI,Web,Payment,4544.16,0,0.226,7,0
U3312,34562.34,Chennai,1165,13,0,NetBanking,Android,Withdrawal,8566.11,0,0.967,6,0
U4186,13416.25,Bangalore,489,12,0,Wallet,iOS,Transfer,10277.21,0,0.122,7,0
U4837,30988.53,Delhi,421,3,1,NetBanking,Web,Payment,22586.79,0,0.789,5,0
U6288,31747.39,Bangalore,1620,10,4,Wallet,Web,Payment,13291.3,0,0.348,8,0
U4709,21289.41,Bangalore,246,8,1,Wallet,Web,Transfer,4077.01,0,0.367,1,0
U3449,6459.88,Bangalore,921,2,4,Wallet,iOS,Transfer,27746.72,0,0.145,1,0
U2357,15347.37,Mumbai,802,19,3,NetBanking,iOS,Withdrawal,5256.12,0,0.33,5,1
U2689,25271.39,Hyderabad,1885,4,1,NetBanking,Web,Payment,10429.62,0,0.911,4,0
U5308,28847.0,Hyderabad,1216,15,3,NetBanking,Android,Transfer,3720.44,0,0.659,8,0
U4560,4091.92,Hyderabad,312,12,4,NetBanking,Web,Transfer,5045.35,0,0.782,7,0
U4138,1374.24,Chennai,127,5,4,Wallet,iOS,Transfer,19942.52,1,0.658,8,0
U5424,33863.19,Bangalore,1912,20,3,Card,Web,Withdrawal,13889.94,0,0.221,8,0
U4070,12029.01,Chennai,1002,11,4,UPI,Android,Transfer,5284.97,0,0.632,8,0
U6295,12597.04,Mumbai,191,13,0,Card,Web,Payment,25576.05,0,0.822,9,0
U6857,40293.22,Chennai,1325,11,4,Card,Web,Withdrawal,3898.36,0,0.731,4,0
U7381,34577.77,Chennai,825,13,4,Wallet,Android,Payment,3117.77,1,0.659,5,0
U4595,4729.05,Hyderabad,1181,20,3,UPI,iOS,Payment,20806.52,0,0.763,1,0
U1121,7258.39,Chennai,1586,8,4,Card,iOS,Payment,6010.57,0,0.436,3,0
U4586,9721.51,Bangalore,249,13,0,Wallet,Android,Payment,26685.04,1,0.067,6,0
U9013,46918.87,Delhi,1071,7,4,NetBanking,iOS,Transfer,26933.68,0,0.424,5,0
U5324,41033.35,Chennai,96,20,4,Card,Web,Withdrawal,12273.62,0,0.767,8,0
U5885,49977.91,Mumbai,590,9,1,Card,Web,Transfer,25319.55,0,0.328,6,1
U8197,14346.9,Delhi,1880,16,1,UPI,Web,Withdrawal,29515.83,0,0.636,1,0
U5643,37192.52,Chennai,625,1,2,NetBanking,iOS,Transfer,16363.17,0,0.629,5,0
U1986,19889.32,Mumbai,270,12,3,UPI,Android,Transfer,13831.83,0,0.589,4,0
U9343,601.01,Bangalore,889,6,1,Card,Android,Withdrawal,14687.37,0,0.3,3,0
U6027,44438.52,Mumbai,199,1,2,UPI,Android,Transfer,10554.7,0,0.857,7,0
U2414,10380.55,Mumbai,1567,10,2,Card,Web,Payment,19117.79,0,0.39,3,0
U6797,13095.06,Delhi,743,11,0,Wallet,Android,Withdrawal,24352.16,0,0.828,2,0
U2850,9674.19,Bangalore,1674,2,2,NetBanking,iOS,Payment,24502.8,0,0.656,2,0
U6213,6461.08,Mumbai,1611,7,0,UPI,Android,Withdrawal,28932.74,0,0.884,2,0
U5475,33206.29,Hyderabad,235,14,1,Wallet,Web,Withdrawal,24844.31,0,0.715,3,0
U6439,15519.1,Hyderabad,583,4,3,Wallet,Android,Withdrawal,23813.56,0,0.568,5,0
U1469,42113.84,Hyderabad,326,17,4,NetBanking,Android,Withdrawal,22759.77,0,0.642,5,0
U3752,47291.45,Hyderabad,218,17,1,UPI,iOS,Withdrawal,19349.7,0,0.612,2,0
U3625,822.06,Chennai,287,9,1,Card,Web,Payment,8751.34,0,0.231,9,0
U5732,33872.36,Mumbai,376,23,1,NetBanking,Web,Transfer,29006.08,1,0.92,4,0
U5347,22443.54,Chennai,287,5,2,Card,Web,Transfer,10561.98,0,0.993,8,0
U2722,33410.0,Bangalore,1554,2,4,Card,Android,Transfer,8465.66,0,0.594,1,0
U6164,27787.03,Mumbai,1814,3,3,Card,Web,Transfer,18437.08,0,0.302,4,0
U6587,1220.48,Bangalore,1379,14,2,Card,iOS,Withdrawal,16795.57,0,0.294,2,0
U6605,4380.99,Delhi,270,6,1,UPI,Android,Withdrawal,10677.55,0,0.722,2,1
U7507,47042.19,Mumbai,1231,16,3,NetBanking,Android,Withdrawal,16564.61,0,0.365,1,0
U7500,20408.83,Chennai,1074,2,1,NetBanking,Web,Withdrawal,26606.61,0,0.608,9,0
U5686,13824.59,Hyderabad,981,2,3,Card,iOS,Withdrawal,22359.99,0,0.621,5,0
U9220,1170.17,Delhi,991,9,3,Card,iOS,Transfer,17916.73,0,0.881,2,0
U1458,2131.56,Chennai,1871,21,0,Card,Android,Transfer,18519.43,1,0.053,9,0
U6983,49204.97,Delhi,355,16,0,NetBanking,Android,Payment,21134.34,0,0.517,5,0
U8249,37635.79,Delhi,1678,8,4,UPI,Android,Withdrawal,13977.45,0,0.073,2,0
U6260,3092.23,Chennai,197,6,2,NetBanking,Web,Withdrawal,1751.08,0,0.728,8,0
U6290,27515.93,Bangalore,1671,3,2,UPI,Android,Withdrawal,7917.96,0,0.258,6,0
U1586,38244.31,Hyderabad,1953,14,4,Wallet,Web,Payment,9165.86,0,0.927,5,0
U4303,398.76,Mumbai,1921,1,2,Card,Web,Transfer,22302.42,0,0.473,9,0
U6734,44742.64,Hyderabad,299,7,0,Card,Android,Withdrawal,13303.65,0,0.808,8,0
U3879,48171.55,Hyderabad,152,8,3,UPI,iOS,Payment,2121.88,0,0.003,9,1
U6081,40228.5,Delhi,1331,5,4,UPI,iOS,Transfer,16342.3,0,0.891,3,1
U5921,29972.28,Hyderabad,55,8,2,NetBanking,Android,Payment,27687.72,0,0.325,5,0
U2257,28714.6,Delhi,146,3,0,NetBanking,iOS,Transfer,238.56,1,0.206,9,0
U6037,29584.21,Mumbai,1875,18,3,NetBanking,iOS,Transfer,16146.96,1,0.573,5,0
U2084,49406.8,Delhi,1106,11,2,Wallet,Android,Payment,24711.0,0,0.552,7,0
U4688,12931.49,Hyderabad,347,0,4,Card,Android,Payment,9749.48,0,0.547,9,0
U4365,17593.41,Bangalore,319,19,2,UPI,iOS,Withdrawal,21323.13,0,0.863,6,0
U7268,13527.54,Hyderabad,1845,19,3,UPI,Web,Transfer,1513.81,0,0.477,9,0
U3449,16137.27,Bangalore,606,22,0,NetBanking,Web,Payment,22396.14,0,0.022,7,0
U9356,19894.7,Chennai,1999,3,2,UPI,iOS,Withdrawal,7709.19,0,0.161,8,0
U1510,13744.33,Bangalore,127,8,3,Card,Android,Payment,4197.9,0,0.764,6,0
U6772,38134.23,Delhi,1452,10,0,Card,Android,Payment,11388.33,0,0.3,6,0
U4971,2011.29,Chennai,342,2,1,Wallet,Web,Withdrawal,22968.72,1,0.981,4,0
U1998,17380.6,Bangalore,1513,23,3,UPI,Web,Withdrawal,6194.91,0,0.229,4,0
U8196,29862.75,Chennai,626,9,3,Card,Web,Withdrawal,7865.3,0,0.608,8,0
U9735,16875.54,Hyderabad,1456,13,0,Wallet,Android,Withdrawal,1485.05,0,0.005,9,0
U5473,34640.02,Delhi,1138,1,2,UPI,Web,Payment,8556.36,0,0.361,7,0
U3997,11252.25,Chennai,1846,8,1,NetBanking,Web,Payment,18516.22,0,0.554,2,1
U4273,34515.74,Hyderabad,509,17,4,Wallet,Android,Payment,25748.74,0,0.458,6,0
U5411,47881.17,Hyderabad,1293,9,2,UPI,Android,Payment,26615.43,1,0.233,6,0
U7531,30182.11,Delhi,1831,18,3,Wallet,iOS,Transfer,5970.96,0,0.74,7,0
U5645,26907.72,Bangalore,1739,18,0,Wallet,iOS,Payment,8684.36,0,0.057,8,0
U7634,15619.97,Delhi,29,10,0,NetBanking,Web,Payment,1863.83,1,0.566,2,0
U7066,9009.27,Hyderabad,461,0,1,UPI,iOS,Withdrawal,29330.22,0,0.933,5,1
U2376,25317.34,Hyderabad,1198,13,1,UPI,Web,Payment,10240.02,0,0.058,9,0
U3335,19367.43,Chennai,1126,0,2,Card,Android,Withdrawal,29200.33,0,0.322,6,0
U2759,42109.56,Mumbai,305,7,0,NetBanking,iOS,Withdrawal,27213.07,0,0.262,4,0
U9401,49811.41,Mumbai,193,20,3,Card,Android,Withdrawal,7169.95,0,0.125,1,0
U9384,1988.71,Delhi,120,8,4,UPI,Android,Transfer,21583.98,0,0.56,3,0
U9469,37822.87,Delhi,331,17,3,NetBanking,Android,Transfer,27529.98,0,0.946,2,0
U5775,41786.81,Mumbai,90,16,1,NetBanking,iOS,Withdrawal,15358.4,0,0.208,4,0
U5446,11415.32,Hyderabad,1694,1,0,NetBanking,Android,Payment,13387.19,0,0.77,7,0
U2309,19078.54,Delhi,131,20,0,UPI,iOS,Withdrawal,20535.27,0,0.381,5,0
U3669,31330.4,Delhi,377,1,0,Card,iOS,Withdrawal,24134.46,0,0.144,9,1
U5674,27624.76,Delhi,1190,13,0,Wallet,Android,Withdrawal,15816.68,0,0.702,3,0
U3913,21666.72,Mumbai,835,8,4,NetBanking,Web,Withdrawal,5112.56,0,0.232,5,0
U8502,13814.56,Chennai,39,22,0,NetBanking,Web,Withdrawal,24387.45,0,0.19,3,0
U9927,850.61,Chennai,911,7,3,UPI,Android,Payment,9971.5,0,0.511,7,0
U9573,17815.85,Delhi,81,8,0,Wallet,Web,Payment,5413.16,0,0.849,5,0
U2433,11063.29,Mumbai,178,3,2,Wallet,iOS,Withdrawal,5562.09,0,0.335,9,0
U3530,97.12,Hyderabad,414,4,3,UPI,Web,Payment,19481.53,0,0.563,9,0
U4483,4174.48,Mumbai,1863,8,3,UPI,Web,Withdrawal,5239.21,0,0.324,2,0
U9283,30612.05,Delhi,470,17,0,UPI,iOS,Withdrawal,29822.13,0,0.15,5,0
U5846,42550.1,Delhi,1425,12,1,Wallet,Web,Withdrawal,1187.51,0,0.566,5,1
U6488,47890.44,Chennai,1096,16,3,NetBanking,iOS,Payment,9546.51,0,0.699,3,0
U4302,9085.55,Delhi,1051,1,4,UPI,iOS,Transfer,8660.37,1,0.992,2,0
U6403,3516.23,Bangalore,809,6,0,UPI,Web,Withdrawal,23939.73,1,0.809,6,0
U3156,16069.57,Hyderabad,222,4,2,NetBanking,Android,Withdrawal,15054.66,0,0.079,9,0
U6311,6629.85,Mumbai,1800,8,4,Card,Android,Withdrawal,26090.35,0,0.376,8,0
U7405,32123.41,Hyderabad,79,12,3,NetBanking,iOS,Payment,22235.87,0,0.48,1,0
U4055,5931.67,Chennai,556,7,0,Card,Android,Payment,20103.39,0,0.868,8,0
U3244,5052.74,Chennai,336,2,2,NetBanking,Web,Transfer,19438.77,0,0.606,9,0
U1688,393.55,Mumbai,1362,12,4,UPI,Android,Transfer,18947.3,0,0.255,7,0
U7448,22643.3,Mumbai,582,8,4,UPI,Android,Payment,6294.76,1,0.843,6,0
U7191,40141.88,Hyderabad,1377,8,4,NetBanking,Android,Transfer,20819.57,0,0.797,3,0
U9870,10433.92,Mumbai,86,16,1,NetBanking,Web,Transfer,16502.59,0,0.85,3,0
U2910,10140.68,Hyderabad,1855,15,1,Card,Web,Payment,17285.42,0,0.495,8,0
U2324,4341.22,Mumbai,280,3,3,Card,Web,Payment,28868.4,0,0.841,5,0
U1472,11612.19,Bangalore,367,7,3,UPI,Android,Payment,18637.43,1,0.125,4,0
U7111,39130.15,Mumbai,1241,0,1,NetBanking,Web,Withdrawal,27733.25,0,0.176,9,1
U8466,36132.56,Hyderabad,734,3,3,Card,Web,Withdrawal,10234.12,0,0.899,3,0
U2727,43860.67,Bangalore,774,6,0,UPI,Android,Payment,691.1,0,0.44,5,0
U5282,28016.53,Chennai,1022,7,3,Wallet,Web,Payment,21009.14,0,0.449,8,0
U9963,13406.73,Bangalore,417,7,1,Card,Web,Withdrawal,668.78,0,0.002,4,0
U8774,32294.44,Delhi,1463,11,1,NetBanking,Web,Payment,25617.69,0,0.5,4,1
U1792,4391.67,Bangalore,175,19,3,UPI,Android,Withdrawal,6854.08,0,0.414,3,0
U8707,46041.78,Hyderabad,1980,10,2,NetBanking,Android,Transfer,22340.06,0,0.676,3,0
U5990,3938.93,Delhi,30,3,4,UPI,iOS,Withdrawal,18411.96,0,0.08,5,0
U7117,48110.52,Delhi,852,13,1,UPI,Android,Withdrawal,26002.96,1,0.978,3,0
U1405,10928.15,Delhi,918,22,1,Wallet,Web,Withdrawal,15282.08,0,0.14,5,0
U4216,33628.92,Hyderabad,255,15,1,NetBanking,Web,Withdrawal,21794.45,0,0.969,7,0
U6857,28977.53,Bangalore,1781,5,4,UPI,Android,Payment,23370.93,0,0.978,2,0
U2897,25056.18,Mumbai,1976,14,4,UPI,Web,Transfer,25992.31,0,0.265,5,0
U2857,28835.6,Delhi,644,12,3,NetBanking,Android,Withdrawal,27690.16,0,0.367,6,0
U2016,34802.65,Chennai,1582,19,3,UPI,Android,Withdrawal,8254.7,1,0.823,5,0
U6779,45996.79,Hyderabad,67,8,1,NetBanking,Web,Withdrawal,378.53,0,0.026,3,0
U4541,1458.16,Chennai,1425,18,2,NetBanking,Android,Payment,14799.04,0,0.504,3,0
U8240,4376.66,Mumbai,1785,20,4,Wallet,Android,Withdrawal,5928.24,0,0.942,3,0
U4184,44415.16,Mumbai,952,22,3,NetBanking,iOS,Payment,10432.39,0,0.162,1,0
U1280,4721.33,Hyderabad,1881,1,3,Card,iOS,Withdrawal,4753.28,0,0.228,1,0
U6597,39643.49,Hyderabad,811,8,2,NetBanking,Android,Transfer,15591.46,0,0.089,9,1
U7037,3980.95,Bangalore,298,12,2,Wallet,iOS,Withdrawal,19831.07,1,0.332,7,0
U8994,49887.58,Chennai,605,2,3,Card,Web,Payment,5413.55,0,0.909,9,0
U9351,14917.63,Chennai,1584,18,4,Card,iOS,Payment,5840.86,0,0.5,1,0
U4196,19183.79,Delhi,1953,11,4,Card,Web,Payment,15507.01,0,0.233,8,0
U9485,36592.9,Mumbai,25,4,3,Card,iOS,Payment,9755.89,0,0.322,4,0
U4392,33611.04,Mumbai,1074,23,2,UPI,Web,Payment,14431.08,0,0.481,2,1
U2057,20576.58,Hyderabad,149,2,2,Card,Web,Transfer,20133.3,0,0.894,2,0
U8814,40450.87,Delhi,871,17,4,Card,Android,Withdrawal,21208.21,0,0.616,2,0
U5908,41454.33,Delhi,905,11,3,NetBanking,iOS,Payment,18595.61,0,0.861,8,0
U1743,39170.76,Mumbai,1477,12,4,Card,iOS,Payment,20226.92,0,0.825,7,0
U7718,34865.94,Hyderabad,1241,19,0,Wallet,iOS,Payment,15236.47,0,0.399,4,0
U3781,29732.38,Chennai,1345,17,3,NetBanking,iOS,Transfer,8377.92,0,0.039,9,0
U2947,45593.67,Bangalore,1914,23,4,Card,Web,Withdrawal,25947.57,0,0.726,2,0
U6233,33817.51,Mumbai,725,4,2,UPI,Android,Transfer,7280.79,0,0.206,6,1
U2295,3593.06,Chennai,1441,20,2,Wallet,iOS,Withdrawal,15410.32,0,0.516,7,0
U9185,1052.56,Chennai,391,7,1,Wallet,iOS,Payment,27262.43,0,0.402,5,0
U6241,9874.58,Bangalore,287,10,2,NetBanking,iOS,Payment,19892.28,0,0.694,5,0
U9481,10171.5,Hyderabad,976,18,0,UPI,iOS,Transfer,24977.64,1,0.514,3,0
U4017,16969.71,Mumbai,233,12,4,UPI,Android,Payment,7049.73,0,0.739,7,0
U6037,39652.36,Bangalore,1326,20,4,Card,Android,Transfer,20054.36,0,0.293,6,0
U7538,21577.6,Delhi,1543,20,4,Card,iOS,Transfer,29169.79,0,0.513,8,0
U7049,34660.8,Hyderabad,186,6,3,Wallet,Web,Transfer,15817.54,0,0.424,8,0
U3690,49973.06,Chennai,999,17,0,Wallet,iOS,Transfer,5403.47,1,0.358,1,0
U3140,43043.49,Mumbai,1070,1,1,Card,iOS,Payment,17425.14,0,0.48,1,0
U5120,44001.74,Bangalore,1687,14,1,Wallet,Android,Transfer,28243.39,1,0.741,3,0
U1260,19754.09,Bangalore,1670,7,4,UPI,Web,Withdrawal,2275.06,0,0.911,1,0
U3503,7415.25,Hyderabad,1282,7,1,Wallet,Web,Transfer,6337.37,1,0.656,2,0
U3730,30228.49,Bangalore,1074,16,4,NetBanking,Web,Withdrawal,27450.79,1,0.071,9,0
U8755,20660.46,Bangalore,23,7,3,Card,iOS,Payment,11573.61,0,0.538,1,0
U9467,23226.07,Bangalore,169,21,4,Wallet,Web,Payment,11795.06,0,0.13,9,0
U2161,15934.27,Delhi,995,4,0,UPI,Android,Payment,24567.15,0,0.582,3,1
U8689,39034.53,Chennai,595,5,1,NetBanking,Web,Payment,5247.83,0,0.806,5,0
U1647,18333.11,Chennai,987,21,4,Card,Web,Payment,17589.64,0,0.861,2,0
U9909,26236.52,Delhi,1740,3,1,Card,Web,Payment,7785.25,0,0.285,3,0
U2553,20548.63,Mumbai,1847,11,4,NetBanking,iOS,Withdrawal,8425.98,0,0.98,4,0
U7423,13667.57,Bangalore,1489,13,4,Card,iOS,Payment,16938.8,0,0.354,3,0
U4588,24102.04,Chennai,214,16,0,Wallet,iOS,Withdrawal,12337.36,0,0.006,6,0
U9526,5267.5,Hyderabad,311,3,4,UPI,Android,Payment,12149.37,0,0.771,7,0
U9736,22392.77,Bangalore,926,6,4,Wallet,Android,Payment,17325.81,0,0.388,4,0
U4875,24969.46,Hyderabad,168,1,1,Wallet,Web,Payment,12221.99,0,0.691,8,0
U2881,20917.45,Delhi,451,3,3,UPI,Web,Transfer,4485.96,0,0.702,7,0
U4374,6949.36,Hyderabad,1271,1,1,Wallet,Web,Payment,29850.13,0,0.684,8,0
U6406,5969.21,Mumbai,616,22,4,Card,Web,Transfer,13749.69,0,0.196,5,0
U1924,6621.69,Bangalore,679,3,4,UPI,Android,Withdrawal,10676.41,0,0.665,9,0
U6523,9633.77,Bangalore,1202,6,4,Wallet,Web,Withdrawal,20462.28,0,0.619,6,0
U7891,45916.04,Mumbai,1880,19,3,UPI,Android,Withdrawal,23615.13,0,0.165,8,0
U8883,9446.65,Hyderabad,1007,16,1,Wallet,Android,Withdrawal,21241.45,0,0.694,4,0
U9706,48072.76,Delhi,1463,6,4,Card,Web,Withdrawal,21590.73,0,0.504,2,0
U7745,10288.71,Bangalore,389,9,1,NetBanking,Android,Withdrawal,1127.87,0,0.499,1,0
U2697,25055.95,Delhi,1854,21,0,Wallet,Web,Withdrawal,9837.98,0,0.434,5,0
U2669,33725.64,Delhi,1758,14,2,Wallet,Android,Payment,20618.95,1,0.714,9,0
U6917,20570.28,Mumbai,649,14,4,Card,iOS,Withdrawal,19485.56,1,0.723,4,0
U3063,23985.13,Chennai,1790,16,3,UPI,Android,Transfer,14919.22,0,0.017,9,0
U5603,29698.37,Hyderabad,675,12,4,NetBanking,Android,Payment,28792.01,0,0.123,1,0
U5507,35242.49,Hyderabad,586,16,2,NetBanking,Web,Transfer,471.85,0,0.247,3,0
U7237,37058.16,Hyderabad,1648,3,4,UPI,Web,Withdrawal,21556.36,0,0.627,8,0
U6005,20784.6,Delhi,721,9,4,UPI,Android,Transfer,27541.42,0,0.317,4,0
U2096,14128.65,Mumbai,1213,23,1,UPI,iOS,Payment,12472.53,0,0.102,9,0
U8434,21451.47,Mumbai,1525,4,0,Card,iOS,Withdrawal,16206.25,0,0.855,7,0
